Item Identifier,Item Weight,Item Fat Content,Item Visibility,Item Type,Outlet Identifier,Outlet Establishment Year,Outlet Size,Outlet Location Type,Outlet Type,Sales,Rating,Order Date
FDK46,18.393,low fat,0.01436,Dairy,OUT045,2002,,Tier 2,Supermarket Type1,2440.0719,3.971,2023-05-28
NCH23,10.774,Low Fat,0.013549,Household,OUT027,1985,Medium,Tier 3,Supermarket Type3,2017.5603,3.5,2023-06-12
DRG39,11.128, Regular,0.044258,Hard Drinks,OUT013,1987,High,Tier 3,Supermarket Type1,1338.9571,3.5,2022-04-19
FDA52,6.13,reg,0.028607,Canned,OUT018,2009,Medium,Tier 3,Supermarket Type2,2207.7209,3.787,2023-05-28
FDA19,14.808,Regular,0.059419,Frozen Foods,OUT046,1997,Small,Tier 1,Supermarket Type1,2288.1768,4.1,2022-08-18
FDN40,,reg,0.118183,Canned,OUT046,1997,Small,Tier 1,Supermarket Type1,4596.5962,3.4,2022-12-30
FDR35,19.752, Regular,0.0,Fruits and Vegetables,OUT027,1985,Medium,Tier 3,Supermarket Type3,13086.9648,3.8,2022-09-10
FDV13,15.281,LF,0.055888,Fruits and Vegetables,OUT045,2002,,Tier 2,Supermarket Type1,906.13,4.0,2022-07-31
FDS53,15.892,Low Fat ,0.074207,Fruits and Vegetables,OUT027,1985,Medium,Tier 3,Supermarket Type3,5288.1669,4.2,2022-10-10
NCW29,8.441,low fat,0.055632,Others,OUT035,2004,Small,Tier 2,Supermarket Type1,1684.7118,3.6,2023-02-04
DRD10,8.09,low fat,0.030058,Soft Drinks,OUT035,2004,Small,Tier 2,Supermarket Type1,3658.1419,4.2,2022-10-08
DRX48,6.601,reg,0.091351,Hard Drinks,OUT019,1985,Small,Tier 1,Grocery Store,407.8291,3.9,2022-10-27
DRG26,19.789,low fat,0.019662,Soft Drinks,OUT027,1985,Medium,Tier 3,Supermarket Type3,2364.2738,3.8,2023-11-24
FDD10,,LF,0.041023,Canned,OUT013,1987,High,Tier 3,Supermarket Type1,2761.7927,3.5,2023-02-07
DRC11,6.195, Regular,0.153612,Soft Drinks,OUT017,2007,,Tier 2,Supermarket Type1,2773.1183,3.8,2023-09-03
FDB41,13.163,LF,0.033893,Breads,OUT019,1985,Small,Tier 1,Grocery Store,1462.5067,3.8,2022-10-24
FDC12,5.301,Low Fat,0.038393,Dairy,OUT027,1985,Medium,Tier 3,Supermarket Type3,3289.796,4.0,2023-08-03
NCB39,,Low Fat,0.109433,Household,OUT049,1999,Medium,Tier 1,Supermarket Type1,2214.6047,4.0,2023-03-02
NCE59,16.639,LF,0.097932,Household,OUT018,2009,Medium,Tier 3,Supermarket Type2,4204.1581,4.136,2022-08-20
FDB45,5.506,Low Fat ,0.036659,Fruits and Vegetables,OUT035,2004,Small,Tier 2,Supermarket Type1,2119.8272,4.3,2022-02-17
NCB51,7.71,LF,0.11956,Household,OUT035,2004,Small,Tier 2,Supermarket Type1,4165.1437,4.2,2023-12-08
FDD50,5.864,Low Fat,0.068769,Baking Goods,OUT019,1985,Small,Tier 1,Grocery Store,791.785,3.899,2022-07-29
FDA47,5.41, Regular,0.085054,Snack Foods,OUT045,2002,,Tier 2,Supermarket Type1,1100.9868,4.3,2023-02-25
FDQ12,,LF,0.022237,Canned,OUT010,1998,,Tier 3,Grocery Store,793.248,3.5,2023-06-08
FDR32,,Low Fat ,0.054348,Baking Goods,OUT013,1987,High,Tier 3,Supermarket Type1,6762.8565,3.8,2023-03-25
NCN41,5.875,low fat,0.056239,Household,OUT018,2009,Medium,Tier 3,Supermarket Type2,3200.8612,4.081,2022-07-11
FDG44,7.943,Low Fat,0.024879,Frozen Foods,OUT018,2009,Medium,Tier 3,Supermarket Type2,743.855,3.7,2022-09-06
FDE44,, Regular,0.0,Fruits and Vegetables,OUT018,2009,Medium,Tier 3,Supermarket Type2,3695.5468,4.629,2023-11-16
FDP24,5.638,low fat,0.030139,Starchy Foods,OUT045,2002,,Tier 2,Supermarket Type1,3499.3478,4.277,2023-07-15
FDC48,16.501,Regular,0.104016,Snack Foods,OUT045,2002,,Tier 2,Supermarket Type1,1991.8334,4.3,2023-08-04
NCU32,13.257,Low Fat,0.113708,Health and Hygiene,OUT045,2002,,Tier 2,Supermarket Type1,2523.6605,4.4,2023-05-10
FDS59,,Regular,0.041471,Canned,OUT035,2004,Small,Tier 2,Supermarket Type1,750.1756,4.4,2023-07-27
FDV54,19.812,Low Fat,0.02449,Canned,OUT013,1987,High,Tier 3,Supermarket Type1,4232.3662,3.9,2023-04-09
FDX37,8.709,low fat,0.0,Canned,OUT027,1985,Medium,Tier 3,Supermarket Type3,4245.0666,3.8,2022-11-01
FDM41,20.307,Regular,0.0,Canned,OUT027,1985,Medium,Tier 3,Supermarket Type3,10863.8532,3.7,2023-10-01
NCX13,17.755,low fat,0.049876,Household,OUT045,2002,,Tier 2,Supermarket Type1,928.3028,4.4,2023-11-04
NCF31,10.84,Low Fat ,0.044845,Household,OUT017,2007,,Tier 2,Supermarket Type1,4740.6959,3.9,2022-05-17
FDJ20,8.609,Low Fat,0.045173,Fruits and Vegetables,OUT027,1985,Medium,Tier 3,Supermarket Type3,2731.8502,4.0,2023-04-05
NCM57,11.429,Low Fat,0.066741,Health and Hygiene,OUT027,1985,Medium,Tier 3,Supermarket Type3,4651.7,4.092,2023-04-15
FDY19,6.764,Low Fat ,0.086539,Dairy,OUT017,2007,,Tier 2,Supermarket Type1,1881.6153,4.5,2023-01-20
DRA24,6.241,Low Fat ,0.0,Soft Drinks,OUT013,1987,High,Tier 3,Supermarket Type1,2277.6385,4.1,2023-10-31
FDU32,7.431,Low Fat,0.025072,Fruits and Vegetables,OUT017,2007,,Tier 2,Supermarket Type1,839.1098,4.5,2022-02-21
FDB25,17.428,Low Fat,0.019363,Breads,OUT017,2007,,Tier 2,Supermarket Type1,7694.0743,3.9,2023-12-15
NCN21,,low fat,0.0612,Household,OUT010,1998,,Tier 3,Grocery Store,656.5043,4.1,2023-12-27
FDA20,5.554,Low Fat,0.045818,Fruits and Vegetables,OUT049,1999,Medium,Tier 1,Supermarket Type1,1801.4287,3.8,2022-06-07
FDS37,15.272,LF,0.070428,Canned,OUT017,2007,,Tier 2,Supermarket Type1,4703.8223,4.2,2022-03-21
NCG27,6.318,Low Fat,0.097308,Household,OUT013,1987,High,Tier 3,Supermarket Type1,1748.961,4.2,2022-08-22
FDQ59,14.942,Low Fat,0.082049,Fruits and Vegetables,OUT019,1985,Small,Tier 1,Grocery Store,355.1898,4.3,2023-06-27
FDV40,16.19,Low Fat,0.037221,Fruits and Vegetables,OUT035,2004,Small,Tier 2,Supermarket Type1,7204.2451,4.4,2023-09-18
DRE18,10.415,LF,0.038723,Soft Drinks,OUT027,1985,Medium,Tier 3,Supermarket Type3,4326.8216,4.2,2022-07-05
FDS57,5.261,low fat,0.035401,Baking Goods,OUT046,1997,Small,Tier 1,Supermarket Type1,2172.0837,3.9,2023-10-20
NCE29,11.5,Low Fat,0.0519,Household,OUT019,1985,Small,Tier 1,Grocery Store,2278.974,4.207,2023-10-13
FDF14,9.674, Regular,0.034769,Canned,OUT046,1997,Small,Tier 1,Supermarket Type1,550.8156,3.6,2022-06-06
FDC43,,Low Fat ,0.043021,Snack Foods,OUT045,2002,,Tier 2,Supermarket Type1,948.7215,4.3,2023-05-21
FDS43,9.673,Low Fat,0.025137,Frozen Foods,OUT018,2009,Medium,Tier 3,Supermarket Type2,1252.8932,4.0,2023-06-04
FDD44,,reg,0.018185,Meat,OUT049,1999,Medium,Tier 1,Supermarket Type1,3708.7277,4.0,2022-01-14
FDA59,10.043,low fat,0.097087,Fruits and Vegetables,OUT017,2007,,Tier 2,Supermarket Type1,3299.0733,4.1,2022-10-22
FDN44,20.859,Low Fat ,0.059167,Fruits and Vegetables,OUT046,1997,Small,Tier 1,Supermarket Type1,2604.6312,4.3,2022-06-21
FDF14,9.674, Regular,0.131575,Canned,OUT035,2004,Small,Tier 2,Supermarket Type1,3922.4977,4.1,2022-04-22
FDR36,13.532,Low Fat,0.071164,Baking Goods,OUT049,1999,Medium,Tier 1,Supermarket Type1,2654.9061,4.0,2022-05-31
DRJ23,19.745, Regular,0.024697,Soft Drinks,OUT046,1997,Small,Tier 1,Supermarket Type1,1600.2381,3.5,2022-01-12
FDV15,,low fat,0.0,Snack Foods,OUT035,2004,Small,Tier 2,Supermarket Type1,5141.6644,3.3,2023-05-22
FDB27,7.882,reg,0.011451,Dairy,OUT046,1997,Small,Tier 1,Supermarket Type1,3717.2612,4.3,2023-07-15
FDQ21,,Low Fat ,0.103425,Snack Foods,OUT027,1985,Medium,Tier 3,Supermarket Type3,10716.7723,3.7,2022-02-02
FDE29,5.379,Low Fat,0.049491,Meat,OUT018,2009,Medium,Tier 3,Supermarket Type2,2997.102,4.3,2022-10-14
FDW40,,Low Fat ,0.092361,Fruits and Vegetables,OUT018,2009,Medium,Tier 3,Supermarket Type2,4112.9346,4.6,2022-06-11
DRX29,5.096,Low Fat,0.033328,Soft Drinks,OUT019,1985,Small,Tier 1,Grocery Store,623.9197,4.539,2023-08-07
FDQ57,17.702, Regular,0.044258,Fruits and Vegetables,OUT049,1999,Medium,Tier 1,Supermarket Type1,2371.9476,4.0,2022-11-25
NCU10,,Low Fat ,0.041552,Household,OUT046,1997,Small,Tier 1,Supermarket Type1,3156.1113,3.6,2022-04-28
FDU41,13.831,LF,0.0,Snack Foods,OUT018,2009,Medium,Tier 3,Supermarket Type2,1504.494,4.3,2023-05-24
FDK48,17.501, Regular,0.059689,Baking Goods,OUT027,1985,Medium,Tier 3,Supermarket Type3,7019.8894,3.2,2023-01-25
FDC54,,Low Fat ,0.114761,Starchy Foods,OUT046,1997,Small,Tier 1,Supermarket Type1,1119.123,4.0,2022-02-19
FDV23,, Regular,0.167832,Canned,OUT035,2004,Small,Tier 2,Supermarket Type1,3493.8259,4.2,2022-11-15
FDD34,6.968, Regular,0.037541,Baking Goods,OUT045,2002,,Tier 2,Supermarket Type1,5816.5247,3.9,2023-09-18
FDQ22,20.353,Low Fat ,0.328,Dairy,OUT046,1997,Small,Tier 1,Supermarket Type1,3825.7401,3.4,2022-12-12
NCG18,10.93,LF,0.025797,Household,OUT049,1999,Medium,Tier 1,Supermarket Type1,3981.3417,3.939,2022-06-18
FDA12,12.721,low fat,0.06298,Dairy,OUT045,2002,,Tier 2,Supermarket Type1,2359.8546,3.4,2023-01-20
FDW41,,reg,0.087669,Snack Foods,OUT013,1987,High,Tier 3,Supermarket Type1,5029.2063,4.0,2023-09-19
FDU57,16.72,LF,0.046618,Fruits and Vegetables,OUT027,1985,Medium,Tier 3,Supermarket Type3,4128.7509,3.6,2022-07-06
FDW26,9.187,LF,0.095464,Meat,OUT013,1987,High,Tier 3,Supermarket Type1,3020.6308,4.4,2023-07-31
FDP20,18.251,LF,0.0307,Fruits and Vegetables,OUT045,2002,,Tier 2,Supermarket Type1,6511.6219,3.698,2023-08-20
FDJ27,17.271,LF,0.04152,Snack Foods,OUT046,1997,Small,Tier 1,Supermarket Type1,857.3299,4.1,2022-07-04
FDJ35,11.177,LF,0.027355,Breads,OUT049,1999,Medium,Tier 1,Supermarket Type1,3157.7558,3.8,2023-12-16
DRW51,,Low Fat ,0.154925,Hard Drinks,OUT035,2004,Small,Tier 2,Supermarket Type1,2229.3058,3.392,2023-01-20
FDF39,10.917,low fat,0.035239,Canned,OUT017,2007,,Tier 2,Supermarket Type1,1976.3207,3.824,2022-06-01
FDK13,17.681,LF,0.028321,Fruits and Vegetables,OUT045,2002,,Tier 2,Supermarket Type1,1818.3023,4.2,2023-12-31
FDY57,6.161,Low Fat,0.04891,Dairy,OUT027,1985,Medium,Tier 3,Supermarket Type3,3357.2982,3.8,2022-04-29
DRW14,17.668,Regular,0.143771,Soft Drinks,OUT013,1987,High,Tier 3,Supermarket Type1,3968.7361,4.3,2022-06-13
FDC38,,Low Fat ,0.185952,Snack Foods,OUT013,1987,High,Tier 3,Supermarket Type1,11884.6844,4.7,2023-06-19
DRF33,12.65,low fat,0.06199,Soft Drinks,OUT018,2009,Medium,Tier 3,Supermarket Type2,1735.1929,3.3,2023-01-31
DRN40,16.945,Low Fat ,0.045916,Soft Drinks,OUT027,1985,Medium,Tier 3,Supermarket Type3,5346.5128,3.7,2023-12-13
FDE35,11.964,Low Fat ,0.099222,Snack Foods,OUT018,2009,Medium,Tier 3,Supermarket Type2,3478.0704,4.2,2022-06-01
FDP36,4.852,Low Fat,0.030763,Canned,OUT045,2002,,Tier 2,Supermarket Type1,473.2467,4.1,2022-03-01
NCK58,6.983,low fat,0.018361,Health and Hygiene,OUT017,2007,,Tier 2,Supermarket Type1,1203.1979,4.0,2022-03-08
DRQ35,,low fat,0.088295,Soft Drinks,OUT045,2002,,Tier 2,Supermarket Type1,1835.1963,3.8,2022-11-16
DRR24,14.444, Regular,0.05398,Hard Drinks,OUT013,1987,High,Tier 3,Supermarket Type1,2913.7877,3.5,2022-07-13
DRE13,20.335,LF,0.028379,Soft Drinks,OUT049,1999,Medium,Tier 1,Supermarket Type1,1729.359,3.7,2023-11-22
FDR52,5.238,LF,0.050477,Fruits and Vegetables,OUT013,1987,High,Tier 3,Supermarket Type1,6585.3889,4.625,2023-08-06
NCB36,10.14,Low Fat ,0.013893,Household,OUT045,2002,,Tier 2,Supermarket Type1,1983.771,3.9,2022-05-09
FDB49,,low fat,0.082978,Baking Goods,OUT017,2007,,Tier 2,Supermarket Type1,3272.8179,3.4,2023-02-01
FDA22,15.526,reg,0.029177,Canned,OUT045,2002,,Tier 2,Supermarket Type1,5006.5407,4.0,2023-11-03
FDX55,11.307,Regular,0.0,Snack Foods,OUT019,1985,Small,Tier 1,Grocery Store,1564.358,3.6,2023-03-09
DRU30,,Low Fat,0.061924,Soft Drinks,OUT027,1985,Medium,Tier 3,Supermarket Type3,3641.2939,3.818,2023-01-13
NCQ17,8.732,Low Fat,0.06184,Household,OUT018,2009,Medium,Tier 3,Supermarket Type2,3222.8001,3.8,2023-12-07
FDM16,,Low Fat ,0.061598,Fruits and Vegetables,OUT027,1985,Medium,Tier 3,Supermarket Type3,4362.4296,3.5,2023-02-24
FDF18,10.518, Regular,0.069473,Dairy,OUT049,1999,Medium,Tier 1,Supermarket Type1,1294.3707,4.2,2022-07-21
DRB48,,Low Fat,0.020582,Soft Drinks,OUT017,2007,,Tier 2,Supermarket Type1,2096.7214,4.0,2022-03-13
FDV49,6.201,reg,0.242983,Breads,OUT018,2009,Medium,Tier 3,Supermarket Type2,3182.1242,4.3,2023-02-13
FDV37,17.771, Regular,0.02706,Dairy,OUT013,1987,High,Tier 3,Supermarket Type1,2353.8257,4.0,2023-06-22
FDJ23,5.352,LF,0.074266,Baking Goods,OUT018,2009,Medium,Tier 3,Supermarket Type2,4786.633,4.2,2023-03-12
FDG34,17.744,low fat,0.093218,Snack Foods,OUT045,2002,,Tier 2,Supermarket Type1,1624.0009,3.7,2022-08-19
FDV54,19.812,Low Fat ,0.085358,Canned,OUT035,2004,Small,Tier 2,Supermarket Type1,2415.2721,3.514,2022-01-04
DRJ25,5.718,Regular,0.07189,Soft Drinks,OUT035,2004,Small,Tier 2,Supermarket Type1,1726.824,4.4,2023-07-04
FDM46,18.768,Low Fat ,0.047388,Snack Foods,OUT046,1997,Small,Tier 1,Supermarket Type1,2280.1317,4.2,2022-10-13
FDH29,, Regular,0.05977,Baking Goods,OUT046,1997,Small,Tier 1,Supermarket Type1,1380.4518,3.9,2023-11-23
FDJ14,16.971, Regular,0.090452,Fruits and Vegetables,OUT018,2009,Medium,Tier 3,Supermarket Type2,2843.1679,4.6,2022-04-19
NCX24,,Low Fat ,0.097001,Household,OUT017,2007,,Tier 2,Supermarket Type1,3842.3107,3.6,2022-08-27
NCV14,13.831,Low Fat ,0.049804,Household,OUT049,1999,Medium,Tier 1,Supermarket Type1,4541.9703,4.7,2022-08-31
NCB39,17.576,LF,0.085223,Household,OUT035,2004,Small,Tier 2,Supermarket Type1,807.9808,3.7,2023-02-07
FDN10,,low fat,0.149269,Snack Foods,OUT035,2004,Small,Tier 2,Supermarket Type1,2099.2285,4.0,2022-05-03
NCH58,5.453,low fat,0.09339,Household,OUT046,1997,Small,Tier 1,Supermarket Type1,1969.7184,3.6,2022-05-06
DRR17,10.172,Regular,0.019898,Soft Drinks,OUT027,1985,Medium,Tier 3,Supermarket Type3,3254.556,4.0,2022-10-28
FDA13,,LF,0.045343,Dairy,OUT027,1985,Medium,Tier 3,Supermarket Type3,5493.829,3.7,2022-02-10
DRC17,19.571,low fat,0.061817,Soft Drinks,OUT027,1985,Medium,Tier 3,Supermarket Type3,5604.8921,3.9,2022-01-21
FDJ20,8.609,Low Fat ,0.012775,Fruits and Vegetables,OUT013,1987,High,Tier 3,Supermarket Type1,1867.0814,3.703,2023-08-12
FDP43,7.46,Low Fat,0.051396,Dairy,OUT018,2009,Medium,Tier 3,Supermarket Type2,3465.3992,4.084,2023-11-20
FDJ51,10.605,Regular,0.031034,Meat,OUT049,1999,Medium,Tier 1,Supermarket Type1,2210.1089,4.41,2022-03-01
FDU39,,Low Fat,0.132376,Fruits and Vegetables,OUT045,2002,,Tier 2,Supermarket Type1,3096.2113,4.4,2023-12-05
FDU21,12.19,low fat,0.058243,Starchy Foods,OUT027,1985,Medium,Tier 3,Supermarket Type3,12590.6987,3.362,2023-03-05
FDJ43,19.335,LF,0.050234,Canned,OUT017,2007,,Tier 2,Supermarket Type1,3351.9536,4.1,2023-01-21
NCU31,10.33,Low Fat,0.075671,Others,OUT045,2002,,Tier 2,Supermarket Type1,1106.7392,3.8,2022-12-23
FDE16,,Low Fat,0.063703,Baking Goods,OUT046,1997,Small,Tier 1,Supermarket Type1,2507.3283,3.3,2022-11-12
DRE16,11.303,Low Fat,0.012012,Soft Drinks,OUT013,1987,High,Tier 3,Supermarket Type1,4103.3952,4.5,2023-07-15
NCP37,17.195,LF,0.0,Household,OUT010,1998,,Tier 3,Grocery Store,801.8409,3.5,2023-08-05
FDX19,17.717,Low Fat ,0.107043,Snack Foods,OUT013,1987,High,Tier 3,Supermarket Type1,1416.6536,4.3,2023-02-22
FDG14,12.069,Low Fat,0.019783,Breakfast,OUT018,2009,Medium,Tier 3,Supermarket Type2,3545.7782,4.1,2023-08-12
FDJ35,11.177,low fat,0.045156,Breads,OUT010,1998,,Tier 3,Grocery Store,1279.2062,3.8,2023-08-08
FDD41,11.807,low fat,0.068696,Snack Foods,OUT013,1987,High,Tier 3,Supermarket Type1,1635.8954,3.9,2022-06-24
FDF15,13.732,LF,0.055313,Fruits and Vegetables,OUT046,1997,Small,Tier 1,Supermarket Type1,382.8475,4.2,2022-03-10
FDV10,15.235,LF,0.038017,Dairy,OUT045,2002,,Tier 2,Supermarket Type1,1879.4073,4.4,2023-03-11
FDP49,,Regular,0.016139,Frozen Foods,OUT045,2002,,Tier 2,Supermarket Type1,843.9339,3.8,2022-05-26
FDD12,7.357, Regular,0.037424,Snack Foods,OUT013,1987,High,Tier 3,Supermarket Type1,4660.2198,4.336,2022-10-23
FDP56,,Regular,0.036252,Frozen Foods,OUT049,1999,Medium,Tier 1,Supermarket Type1,1043.8965,4.1,2023-07-12
NCX24,16.005,Low Fat,0.092748,Household,OUT035,2004,Small,Tier 2,Supermarket Type1,2408.6348,3.9,2022-05-12
NCY52,19.786,Low Fat ,0.020864,Health and Hygiene,OUT035,2004,Small,Tier 2,Supermarket Type1,1262.1922,4.2,2023-11-09
FDS23,19.844,reg,0.02662,Dairy,OUT018,2009,Medium,Tier 3,Supermarket Type2,2185.9293,4.174,2022-02-05
NCA57,18.623,LF,0.092275,Household,OUT046,1997,Small,Tier 1,Supermarket Type1,1411.3474,3.9,2023-06-18
NCV38,14.239,Low Fat ,0.062084,Household,OUT049,1999,Medium,Tier 1,Supermarket Type1,2111.8149,3.6,2022-08-11
FDW36,9.086,Low Fat ,0.100025,Frozen Foods,OUT035,2004,Small,Tier 2,Supermarket Type1,2198.8133,3.9,2023-07-29
FDA45,10.96,reg,0.094484,Canned,OUT013,1987,High,Tier 3,Supermarket Type1,6056.6008,4.6,2022-12-31
FDJ31,18.471,LF,0.036121,Starchy Foods,OUT018,2009,Medium,Tier 3,Supermarket Type2,5030.1912,3.9,2022-08-03
FDK12,4.771,Low Fat,0.033456,Fruits and Vegetables,OUT045,2002,,Tier 2,Supermarket Type1,1883.623,4.2,2023-11-13
FDV46,20.828,low fat,0.0,Snack Foods,OUT045,2002,,Tier 2,Supermarket Type1,2099.2896,4.6,2022-02-01
NCD16,14.188,Low Fat ,0.047807,Household,OUT045,2002,,Tier 2,Supermarket Type1,3645.6623,4.3,2022-08-25
FDJ23,5.352,LF,0.027139,Baking Goods,OUT027,1985,Medium,Tier 3,Supermarket Type3,5260.4192,3.7,2023-06-24
NCU28,14.043,LF,0.052168,Household,OUT035,2004,Small,Tier 2,Supermarket Type1,1947.5871,3.4,2023-07-07
DRE26,11.039,low fat,0.031161,Soft Drinks,OUT046,1997,Small,Tier 1,Supermarket Type1,1878.6362,3.8,2022-01-21
FDR30,,Low Fat,0.112867,Meat,OUT018,2009,Medium,Tier 3,Supermarket Type2,5249.5567,4.2,2023-02-26
FDN25,11.875,Low Fat ,0.041202,Fruits and Vegetables,OUT046,1997,Small,Tier 1,Supermarket Type1,2074.9355,3.8,2023-05-03
NCV17,16.21,Low Fat,0.027279,Others,OUT010,1998,,Tier 3,Grocery Store,1865.7547,4.0,2023-01-08
FDV20,,Low Fat ,0.11853,Frozen Foods,OUT010,1998,,Tier 3,Grocery Store,1432.8397,3.9,2022-06-03
FDS37,15.272,LF,0.049636,Canned,OUT035,2004,Small,Tier 2,Supermarket Type1,2270.8091,3.8,2022-12-06
FDK31,5.066,low fat,0.0,Frozen Foods,OUT049,1999,Medium,Tier 1,Supermarket Type1,1306.7652,4.072,2022-10-25
FDW22,,Low Fat,0.041696,Baking Goods,OUT018,2009,Medium,Tier 3,Supermarket Type2,2720.1671,3.7,2023-06-28
FDY20,11.657,Low Fat,0.0,Frozen Foods,OUT049,1999,Medium,Tier 1,Supermarket Type1,2204.5137,3.2,2023-04-14
FDP22,,Low Fat ,0.009899,Snack Foods,OUT013,1987,High,Tier 3,Supermarket Type1,1862.5961,4.5,2023-09-12
FDW53,12.437,low fat,0.064062,Snack Foods,OUT035,2004,Small,Tier 2,Supermarket Type1,1799.8746,3.5,2023-09-23
FDH33,13.406,Low Fat ,0.018093,Canned,OUT019,1985,Small,Tier 1,Grocery Store,1237.6755,4.0,2023-09-16
NCB48,18.025,Low Fat ,0.015143,Health and Hygiene,OUT035,2004,Small,Tier 2,Supermarket Type1,1038.6157,3.872,2022-06-05
FDH56,, Regular,0.291567,Frozen Foods,OUT045,2002,,Tier 2,Supermarket Type1,2340.4252,3.0,2023-05-08
FDX45,,reg,0.038972,Breads,OUT018,2009,Medium,Tier 3,Supermarket Type2,6076.8425,4.1,2023-01-01
NCQ55,11.142,low fat,0.097546,Health and Hygiene,OUT027,1985,Medium,Tier 3,Supermarket Type3,3353.1847,4.164,2022-12-15
FDR55,,Regular,0.057458,Fruits and Vegetables,OUT045,2002,,Tier 2,Supermarket Type1,3257.1485,4.5,2023-12-05
NCV42,5.663,Low Fat,0.112349,Health and Hygiene,OUT013,1987,High,Tier 3,Supermarket Type1,5139.6137,4.3,2022-08-27
FDB34,20.298,reg,0.021953,Dairy,OUT018,2009,Medium,Tier 3,Supermarket Type2,6199.168,4.0,2022-09-05
FDF20,14.171, Regular,0.241558,Breads,OUT045,2002,,Tier 2,Supermarket Type1,4113.5587,3.7,2023-12-08
FDN55,19.232,low fat,0.040102,Breakfast,OUT018,2009,Medium,Tier 3,Supermarket Type2,1023.1727,3.701,2023-11-10
FDE28,11.332,reg,0.036195,Fruits and Vegetables,OUT013,1987,High,Tier 3,Supermarket Type1,2156.1148,4.261,2022-01-16
FDX42,6.733,LF,0.0,Breakfast,OUT049,1999,Medium,Tier 1,Supermarket Type1,2186.4538,4.275,2022-01-07
DRX48,,Regular,0.018279,Hard Drinks,OUT027,1985,Medium,Tier 3,Supermarket Type3,2773.3447,4.4,2023-05-29
FDY56,5.013,Low Fat,0.020931,Snack Foods,OUT035,2004,Small,Tier 2,Supermarket Type1,4836.1364,4.264,2022-06-14
FDP31,15.829,Low Fat,0.030929,Snack Foods,OUT017,2007,,Tier 2,Supermarket Type1,2442.5268,3.5,2022-09-18
DRE40,14.14,reg,0.021508,Soft Drinks,OUT013,1987,High,Tier 3,Supermarket Type1,4062.7303,3.9,2023-11-18
FDB53,, Regular,0.041963,Fruits and Vegetables,OUT049,1999,Medium,Tier 1,Supermarket Type1,3450.4106,4.1,2023-07-10
FDV41,10.991,Low Fat ,0.108663,Snack Foods,OUT018,2009,Medium,Tier 3,Supermarket Type2,2335.7154,4.4,2023-06-18
NCG25,16.951,Low Fat ,0.035467,Health and Hygiene,OUT013,1987,High,Tier 3,Supermarket Type1,2139.4661,3.9,2023-02-02
NCF24,14.729,LF,0.049901,Household,OUT019,1985,Small,Tier 1,Grocery Store,4303.9468,3.9,2023-04-18
DRK47,10.808, Regular,0.066778,Soft Drinks,OUT045,2002,,Tier 2,Supermarket Type1,3917.9837,4.1,2022-11-16
FDG21,7.985,Low Fat ,0.045042,Dairy,OUT013,1987,High,Tier 3,Supermarket Type1,4541.2743,3.9,2023-02-07
FDM12,12.49,reg,0.105141,Snack Foods,OUT035,2004,Small,Tier 2,Supermarket Type1,1130.5475,4.2,2022-09-21
FDQ52,,Regular,0.060318,Fruits and Vegetables,OUT017,2007,,Tier 2,Supermarket Type1,4551.7322,4.1,2022-10-05
FDS43,9.673,Low Fat,0.033748,Frozen Foods,OUT046,1997,Small,Tier 1,Supermarket Type1,1905.4738,4.5,2023-12-05
FDU37,12.834, Regular,0.049744,Snack Foods,OUT045,2002,,Tier 2,Supermarket Type1,3137.6412,4.0,2022-10-15
NCX56,14.386,Low Fat,0.053632,Health and Hygiene,OUT027,1985,Medium,Tier 3,Supermarket Type3,4328.3295,4.7,2023-06-08
FDM37,,reg,0.046473,Dairy,OUT010,1998,,Tier 3,Grocery Store,2953.3775,4.286,2022-10-24
FDA58,12.812,LF,0.032896,Snack Foods,OUT019,1985,Small,Tier 1,Grocery Store,571.9062,4.1,2022-01-30
FDY10,,LF,0.0,Fruits and Vegetables,OUT010,1998,,Tier 3,Grocery Store,2968.4867,4.0,2023-03-13
FDU57,,Low Fat ,0.015363,Fruits and Vegetables,OUT018,2009,Medium,Tier 3,Supermarket Type2,2366.9387,4.2,2023-05-05
NCQ55,,low fat,0.076974,Health and Hygiene,OUT046,1997,Small,Tier 1,Supermarket Type1,2105.3174,3.6,2022-11-05
FDA38,16.805,Low Fat,0.035126,Seafood,OUT049,1999,Medium,Tier 1,Supermarket Type1,3349.275,4.4,2023-09-25
FDE30,8.024, Regular,0.096229,Meat,OUT013,1987,High,Tier 3,Supermarket Type1,5976.6686,3.4,2023-11-07
FDK29,12.272,Regular,0.051561,Baking Goods,OUT019,1985,Small,Tier 1,Grocery Store,279.3155,3.9,2023-08-22
FDJ45,14.777,Low Fat ,0.09562,Meat,OUT017,2007,,Tier 2,Supermarket Type1,2871.4569,4.1,2022-12-06
NCQ56,8.501,Low Fat,0.029563,Health and Hygiene,OUT035,2004,Small,Tier 2,Supermarket Type1,1911.4614,3.9,2023-11-15
FDY45,18.592,Low Fat,0.076457,Meat,OUT027,1985,Medium,Tier 3,Supermarket Type3,4755.6575,3.8,2023-11-29
FDP54,, Regular,0.085503,Snack Foods,OUT035,2004,Small,Tier 2,Supermarket Type1,678.0279,4.2,2022-07-28
FDS40,9.643,Low Fat ,0.026513,Frozen Foods,OUT018,2009,Medium,Tier 3,Supermarket Type2,4785.6863,3.7,2023-10-04
